Сергее,2
через,2
скажет,2
никогда,2
ежели,2
слово,2
грудь,2
выражение,2
состоянии,2
общей,2
общество,2
голову,2
счастье,2
есть,2
взглядывая,2
этой,2
стыдно,2
ожидания,2
женщина,2
человека,2
своему,2
обратился,2
решимость,2
знаю,2
дома,2
старый,2
глупа,2
Ольмюца,2
после,2
Никогда,2
может,2
полтора,2
Из,2
гостей,2
серебро,2
звуки,2
жена,2
Анны,2
вместе,2
такое,2
Бог,2
сделалось,2
глаз,2
Как,2
решения,2
либо,2
Ну,2
думать,2
именины,2
своих,2
В,2
должно,2
Они,2
Павловны,2
Со,2
т,2
любви,2
повторяет,2
То,2
«Да,2
надо,2
et,2
мысли,2
генерал,2
сына,2
мне,2
изредка,2
мое,2
мой,2
князю,2
Кузьмиче,2
смеясь,2
сказала,2
il,2
лица,2
улыбнулся,2
сравнении,2
этим,2
эту,2
рядом,2
«Так,2
сердито,2
Леля,2
смеялись,2
лицах,2
тогда,2
вас,2
смех,2
notre,2
подумал,2
молча,2
счастию,2
грубым,2
во,2
подошел,2
вы,2
ждут,2
которую,2
счастием,2
неизбежно,2
другой,2
началось,2
двух,2
un,2
ей,2
Гости,2
que,2
дня,2
ясно,2
видит,2
своими,2
Потом,2
поздно,2
щеки,2
c'est,2
вот,2
ужасом,2
вниз,2
рукой,2
несколько,2
обнял,2
действительно,2
прошел,2
каждый,2
Теперь,2
другого,2
лицом,2
ну,2
стремления,2
Все,2
месте,2
выражением,2
по,2
«Надо,2
вечера,2
массивная,1
взволнован,1
сияющим,1
рассказ,1
счастливых,1
непременно,1
сторонам,1
мелькали,1
них,1
мигрень,1
играл,1
необыкновенно,1
сморщил,1
прокричал,1
долго,1
заявление,1
excellent,1
под,1
именин,1
расстегивая,1
мало,1
получен,1
своею,1
таких,1
та,1
те,1
очевидно,1
«Tout,1
одна,1
лет,1
невесты,1
ноги,1
чье-то,1
Христос,1
заявления,1
ту,1
главою,1
охватывал,1
уверял,1
знакомый,1
простотой,1
делал,1
пожилые,1
уж,1
блеснули,1
доверчивой,1
подставлял,1
шаг,1
свершиться,1
деле,1
при,1
быстро,1
близость,1
Кузьмич»,1
дела,1
Ежели,1
«до,1
проговорила,1
верхнем,1
толстое,1
одном,1
Рескрипт,1
Viasmitmoff,1
прием,1
прекрасную,1
снова,1
Богу,1
одною,1
Шутки,1
Вязмитиновым,1
спросила,1
прежнему,1
случаях»,1
сверх,1
остановился,1
женить,1
слов,1
что-нибудь,1
влюбленный,1
губах,1
бросаемым,1
Всем,1
хорошая,1
оставались,1
сомнения»,1
перехватила,1
обращены,1
сторону,1
забывали,1
выбритую,1
значительным,1
минуту,1
нагнуться,1
рескрипт,1
Сергею,1
минуты,1
кроткой,1
осталось,1
изменилось,1
нации,1
последний,1
Так-таки,1
Еленой,1
последние,1
служившие,1
часто,1
женихом,1
«к,1
влиянием,1
оживлял,1
будьте,1
заглядываясь,1
говорить,1
«я,1
Курагина,1
виноватости,1
запрыгали,1
стаканов,1
ездил,1
известную,1
богатого,1
чувствовалось,1
brave,1
qu'ils,1
Анатоля,1
ноябре,1
хозяйском,1
сияющая,1
желая,1
будет»,1
принадлежал,1
армии,1
нижнем,1
взволнованной,1
чувствует,1
попросили,1
всхлипыванья,1
ближайших,1
читался,1
тому,1
оглянулся,1
прекрасной,1
красивых,1
золото,1
постороннем,1
грусти,1
бессонной,1
заглушаются,1
лепетом,1
губы,1
одних,1
Васильевна,1
пробурлил,1
обегал,1
прочесть,1
мужу,1
понимает,1
радовало,1
свойственным,1
свела,1
детской,1
нельзя,1
Елена,1
поступает,1
целые,1
центром,1
est,1
встряхнувшись,1
почетнейшие,1
красных,1
улыбаются,1
voir,1
сидела,1
быстрым,1
сознавая,1
Конечно,1
запрещая,1
желания,1
радуется,1
представлял,1
выпрямляет,1
Парис,1
имениях,1
карьеры,1
старика,1
назад,1
спрашивать,1
«Что-то,1
общим,1
угадан,1
могло,1
остановиться,1
шутили,1
расслышал,1
перешагнуть,1
беспокойное,1
дамой,1
головы,1
страшившую,1
Кажется,1
общее,1
гордится,1
именно,1
другие,1
там,1
чей-то,1
иногда,1
Хорошо,1
другим,1
где,1
brillant,1
общества,1
других,1
рейнвейн,1
счастливый,1
силах,1
исключая,1
злы,1
выходя,1
нынешние,1
Les,1
счастливые,1
нынешним,1
радостно,1
предлагая,1
человеческое,1
глупость,1
снимите,1
другими,1
назначение,1
заодно,1
обязанный,1
правда»,1
равнодушны,1
рассуждения,1
думает,1
дерзко,1
les,1
четыре,1
спора,1
сказать,1
молчаливой,1
кафтанах,1
друг,1
указывала,1
парализовало,1
табакеркой,1
знаете,1
мучала,1
посуды,1
женитьба,1
Шерер,1
Ах,1
«Молодость,1
можно,1
стали,1
жилета,1
вошел,1
«Что,1
стесняло,1
отчего,1
состоял,1
рад,1
вздором,1
женщины,1
дергал,1
Старая,1
слуги,1
необходимо,1
уехать,1
чувствовать,1
стольким,1
сказанным,1
волос,1
утиралась,1
рано,1
дернул,1
придвинулась,1
Марьи,1
шутливой,1
оттого-то,1
легкомыслие,1
поднимающуюся,1
связать,1
грустно,1
взглянул,1
показалось,1
испуганно,1
почетные,1
взглянув,1
поцеловала,1
тотчас,1
Андреевичу,1
ленивыми,1
определенно,1
приятное,1
блестели,1
иначе,1
спрашивала,1
поцелуя,1
мелких,1
тихо,1
заседание,1
неожиданно,1
знать,1
отрывочные,1
решится»,1
коротким,1
веселы,1
чистыми,1
тарелок,1
усвоивается,1
избегали,1
случаях,1
Часто,1
получает,1
захватив,1
движением,1
положение,1
мельком,1
вышел,1
полутора,1
будущим,1
пропасть,1
разговаривали,1
находился,1
оживление,1
тоном,1
близких,1
заглянула,1
рассеян,1
стыдливости,1
снял,1
украшавшей,1
сделать,1
закинул,1
ласково,1
нежности,1
некрасивым,1
невеселы,1
отчет,1
милая,1
времени,1
права,1
кто-то,1
различных,1
пустяках,1
прекрасная,1
совета,1
Петербурга,1
«Все,1
парило,1
Через,1
поэтому,1
оставили,1
рассуждать,1
знает,1
родителями,1
проводов,1
ужином,1
Сергеем,1
жену,1
Ку,1
одними,1
той,1
жене,1
такой,1
позову,1
почему-то,1
чувствовали,1
относившейся,1
военным,1
ближе,1
решимости,1
поздравить,1
довольна,1
прежнего,1
Вязмитинов,1
испытал,1
смотрел,1
крепко,1
небрежным,1
втягиваемым,1
связывали,1
столом,1
которая,1
принимался,1
пальцем,1
почти,1
Пьере,1
ножей,1
На,1
слушая,1
плечи,1
Василью,1
редко,1
très,1
дурная,1
целовали,1
ощутительнее,1
дурно,1
повел,1
красное,1
углубленного,1
избегать,1
представительная,1
бывает,1
ревизию,1
восковые,1
поднимает,1
петербургским,1
Слава,1
присутствии,1
От,1
посадил,1
проводил,1
поцеловать,1
присутствия,1
Пьером,1
показывавшим,1
попало,1
обладающий,1
По,1
свечи,1
страшном,1
детства,1
впечатления,1
почетном,1
обращалась,1
занят,1
говора,1
А,1
слыхал,1
блестевшие,1
омочили,1
Тут,1
карты,1
рот,1
строго-вопросительно,1
слушателей,1
Казалось,1
увидав,1
пить,1
смущается,1
могу»,1
менее,1
сновали,1
У,1
пойти,1
тут,1
особенное,1
д,1
похаживал,1
силы,1
небрежное,1
остаюсь»,1
п,1
невнимательны,1
задрожал,1
неуспехе,1
ч,1
неприятно-растерянным,1
разъезжаться,1
сдерживалась,1
слухи,1
должна,1
коли,1
устроил,1
ce,1
грустным,1
маленькой,1
тебе,1
заехать,1
маленькое,1
милый,1
внутренний,1
изменившимся,1
тронул,1
Aline,1
поцеловал,1
несознанное,1
новым,1
пламенной,1
новых,1
Бедный,1
font,1
Голова,1
наряды,1
bel,1
отец,1
нахмурился,1
parti,1
проходило,1
редкие,1
всхлипывания,1
слышится,1
ласкающими,1
порядок,1
иди,1
случалось,1
пошло,1
другому,1
воздержаться,1
интересовал,1
чувствуя,1
родным,1
родителям,1
родные,1
зьми,1
сильны,1
любовников,1
середу,1
видел,1
всем,1
спросил,1
приятных,1
связывается,1
тебя»,1
необыкновенно-торжественно,1
обеим,1
старческим,1
взгляду,1
нескольких,1
светского,1
мучительного,1
finisse 2,1
Ошибался,1
одного,1
кстати,1
решил,1
середины,1
впрочем,1
кажется,1
очнулся,1
момент,1
когда-то,1
соте,1
вызывающе-счастливой»,1
Кузьмичу,1
ошибается,1
Среди,1
родных,1
cieux 4,1
Лелины,1
Ярко,1
переезжал,1
представлялась,1
проходя,1
показывали,1
девушка,1
подсаживаясь,1
пожилая,1
зятем,1
читал,1
моя,1
красив,1
пуговицу,1
особенно,1
большой,1
далее,1
утром,1
которое,1
провожать,1
маленькую,1
которой,1
отвечает,1
Это,1
глуп,1
смотрели,1
спрашиваю,1
спрашивая,1
испуганно-вопросительно,1
повторил,1
обеду,1
кого,1
рассеянно,1
генерал-губернатором,1
казались,1
кушали,1
платком,1
Может,1
вполне,1
друзьям,1
мороженое,1
достойным,1
осталась,1
детей,1
неприятным,1
народа,1
удивлением,1
le,1
аппетитно,1
Николаю,1
сладкое,1
лакеи,1
новости,1
значительнее,1
рассказывал,1
Кузьмичом,1
вышла,1
дипломат,1
потому,1
твоего,1
диван,1
виноваты»,1
рассказываю,1
ma,1
ридикюль,1
прошептала,1
красивая,1
государственного,1
вино,1
красавицу,1
«Не,1
полка,1
вина,1
соседке,1
молодых,1
верхнюю,1
жил,1
подошла,1
ужинал,1
Слышно,1
поддельно,1
«Но,1
притворно,1
«Ну,1
homme,1
Голос,1
Павловича,1
красавица,1
дипломатической,1
отъезда,1
судьбу,1
Вдруг,1
поехал,1
грозила,1
искусственных,1
Дипломат,1
зависть,1
поймет,1
искусственным,1
доброту,1
дел,1
настроений,1
ночи,1
вспомнить,1
отходили,1
Каждому,1
морщинистую,1
строгости,1
веселом,1
замечанием,1
кто,1
проворчал,1
 3,1
кончено,1
превосходство,1
равнодушным,1
поразило,1
вечером,1
одному,1
уверены,1
продолжение,1
расстроить,1
mariages,1
скорыми,1
расположении,1
приятно,1
угол,1
замечал,1
посмотрел,1
font 5,1
Друг,1
преданности,1
рыданиями,1
смущена,1
несчастием,1
Москвы,1
радостной,1
привычной,1
сами,1
дать,1
чувствуют,1
душе,1
счастие,1
сделал,1
третий,1
bonheur,1
баронессу,1
se,1
губернии,1
si,1
поздравление,1
чужое,1
взглядам,1
простое,1
Викторовны,1
просто,1
говорило,1
счастливое,1
дыхание,1
пару,1
оживленных,1
обращаясь,1
странно,1
конца,1
начинался,1
становилось,1
вслед,1
говорили,1
всякий,1
1805,1
смотрят,1
дамам,1
Вид,1
дремал,1
ехать,1
перед,1
обоих,1
до,1
доходят,1
Тысячи,1
ужина,1
отца,1
потом,1
сюда,1
непонятный,1
двери,1
знаменитый,1
интересов,1
скорее,1
духа,1
пожилой,1
интересны,1
словами,1
другою,1
Разве,1
благословит,1
черту,1
Что,1
которому,1
Старый,1
сел,1
числу,1
ртом,1
отрывать,1
горели,1
поднял,1
смущения,1
домашние,1
удовольствие,1
совсем,1
другу,1
опускающуюся,1
дни,1
нынче,1
расположения,1
честью,1
дано,1
последовавшей,1
погрозив,1
возвратиться,1
несмотря,1
Александра,1
подражания,1
даму,1
Болконского,1
овладело,1
свечей,1
глупого,1
смеялся,1
любил,1
им,1
решительными,1
кататься,1
службы,1
подходили,1
посредством,1
молодежи,1
удовольствием,1
нам,1
Послезавтра,1
расстроенных,1
какое-нибудь,1
ничтожно,1
движения,1
эполет,1
оживленного,1
сидит,1
неловко,1
dans,1
сосредоточены,1
прошлась,1
chère,1
предложения,1
Нужна,1
расслышать,1
здоровых,1
кое-кого,1
ужасно,1
серьезного,1
Слезы,1
государь,1
дура,1
шаге,1
решить,1
государя,1
простившись,1
действительности,1
постарается,1
хрусталь,1
камергер,1
идет,1
счастливец,1
платок,1
закрыл,1
щеку,1
зарумянилось,1
которых,1
Вот,1
понял,1
Жена,1
месяце,1
уезжали,1
Viasmitinoff,1
друзья,1
оторваться,1
целовал,1
ошибаюсь,1
случае,1
княгине,1
утешал,1
дальний,1
молчал,1
понять,1
сторон»,1
признавая,1
красоту,1
тщета,1
собой,1
место,1
Нет,1
старушку,1
участь,1
чету,1
именинницы,1
завтра»,1
зависящая,1
Кое-кто,1
нечего,1
старая,1
Болконскому,1
снявших,1
allez,1
подавило,1
ужас,1
побывать,1
упала,1
верно,1
переступил,1
разговоров,1
слышит,1
начинать,1
переступит,1
слышались,1
чувствами,1
об,1
нем,1
Пожилая,1
finisse» 1,1
мужчины,1
смешон,1
занятия,1
вами,1
даже,1
«Эка,1
чтоб,1
кушанье,1
проговорил,1
смущен,1
Несколько,1
внимание,1
видно,1
ужинало,1
года,1
правда,1
отвечал,1
держал,1
заплакала,1
пятьдесят,1
огни,1
вся,1
увижу»,1
видом,1
смущалась,1
странности,1
занятие,1
Только,1
сосредоточил,1
старого,1
внимания,1
